@relation 'dataset-information'
@attribute 'id' numeric
@attribute 'State' {AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY}
@attribute 'Account_length ' numeric
@attribute 'Area_code ' numeric
@attribute 'International_plan ' {No, Yes}
@attribute 'Voice_mail_plan ' {No, Yes}
@attribute 'Number_vmail_messages ' numeric
@attribute 'Total_day_minutes ' numeric
@attribute 'Total_day_calls' numeric
@attribute 'Total_day_charge' numeric
@attribute 'Total_eve_minutes' numeric
@attribute 'Total_eve_calls' numeric
@attribute 'Total_eve_charge' numeric
@attribute 'Total_night_minutes' numeric
@attribute 'Total_night_calls' numeric
@attribute 'Total_night_charge' numeric
@attribute 'Total_intl_minutes' numeric
@attribute 'Total_intl_calls' numeric
@attribute 'Total_intl_charge' numeric
@attribute 'Customer_service_calls ' numeric
@attribute 'Churn_Label' {FALSE, TRUE}
@data
12567,MN,122,415,No,No,0,234.1,101,39.8,200.2,121,17.02,237.4,89,10.68,13.1,9,3.54,2,FALSE
12568,MO,109,415,No,No,0,200.1,72,34.02,300.9,120,25.58,236,68,10.62,11.9,5,3.21,0,FALSE
12569,AL,82,408,No,No,0,154,107,26.18,94.4,114,8.02,287.6,95,12.94,10.1,7,2.73,1,FALSE
12570,PA,65,415,No,Yes,23,224.2,106,38.11,189.6,100,16.12,222.8,75,10.03,9.8,4,2.65,0,FALSE
12571,AK,52,510,No,No,0,148.3,83,25.21,181.6,79,15.44,155.6,104,7,8.3,6,2.24,3,FALSE
12572,MS,136,415,No,Yes,24,174.6,76,29.68,176.6,114,15.01,214.4,91,9.65,8.8,5,2.38,2,FALSE
12573,IA,75,415,No,No,0,138.5,110,23.55,153.2,86,13.02,215.6,103,9.7,11.1,7,3,1,FALSE
12574,WY,146,408,No,No,0,109,69,18.53,265.8,98,22.59,228.3,80,10.27,12.6,2,3.4,1,FALSE
12575,NE,105,408,No,No,0,162.3,99,27.59,212.5,95,18.06,214.7,114,9.66,11.1,8,3,4,FALSE
12576,ND,48,415,No,No,0,210.8,84,35.84,189.6,98,16.12,157.6,99,7.09,16.4,3,4.43,2,FALSE
12577,CT,45,415,No,No,0,142.4,107,24.21,318.7,78,27.09,224.1,108,10.08,11.1,7,3,1,FALSE
12578,NC,106,415,No,Yes,37,223.5,104,38,235.1,99,19.98,140.1,90,6.3,10.6,5,2.86,2,FALSE
12579,CT,33,510,No,No,0,182.5,65,31.03,232.1,96,19.73,149.2,82,6.71,7.5,2,2.03,2,FALSE
12580,WA,106,408,No,No,0,193.6,66,32.91,238.2,82,20.25,176.4,107,7.94,12.9,3,3.48,0,FALSE
12581,NV,141,415,No,No,0,192.4,111,32.71,156.9,87,13.34,175.8,82,7.91,11,6,2.97,0,FALSE
12582,KS,94,510,No,Yes,28,233.2,88,39.64,113.3,102,9.63,118,71,5.31,16.1,4,4.35,0,FALSE
12583,CO,65,510,No,No,0,158.8,53,27,188.5,132,16.02,189.3,87,8.52,9.8,4,2.65,2,FALSE
12584,MO,85,415,No,No,0,126.1,112,21.44,274.7,126,23.35,184.4,95,8.3,9.8,4,2.65,1,FALSE
12585,MA,71,510,No,No,0,290.4,108,49.37,253.9,92,21.58,263.3,126,11.85,10.1,5,2.73,3,TRUE
12586,NY,112,408,No,Yes,30,60.6,113,10.3,165.9,96,14.1,132.8,99,5.98,13.3,7,3.59,0,FALSE
12587,AK,110,415,No,No,0,148.4,95,25.23,193.8,98,16.47,206,106,9.27,6.9,6,1.86,0,FALSE
12588,WI,111,415,No,No,0,246.5,108,41.91,216.3,89,18.39,179.6,99,8.08,12.7,3,3.43,2,FALSE
12589,NH,74,408,No,No,0,298.1,112,50.68,201.3,100,17.11,214.7,88,9.66,9.7,4,2.62,2,TRUE
12590,TN,105,510,No,No,0,119.3,82,20.28,185.1,111,15.73,157,74,7.07,10.9,4,2.94,2,FALSE
12591,NY,40,408,No,No,0,242.5,82,41.23,232.9,97,19.8,154,86,6.93,9.6,7,2.59,0,FALSE
12592,GA,128,408,Yes,Yes,18,222.1,89,37.76,160.6,109,13.65,218.8,102,9.85,13.6,2,3.67,0,TRUE
12593,MN,123,408,No,No,0,236.2,135,40.15,273.9,88,23.28,227,77,10.22,10.1,6,2.73,2,TRUE
12594,MI,122,510,No,No,0,144.2,87,24.51,212.2,74,18.04,169.3,87,7.62,9.5,4,2.57,0,FALSE
12595,ID,114,408,No,Yes,19,154.6,100,26.28,241.6,109,20.54,160,112,7.2,12.6,1,3.4,3,FALSE
12596,CT,102,415,No,Yes,25,137.4,100,23.36,176.7,83,15.02,188.2,93,8.47,10.2,6,2.75,2,FALSE
12597,NC,126,415,No,No,0,103.7,93,17.63,127,107,10.8,329.3,66,14.82,14.4,1,3.89,0,FALSE
12598,LA,150,415,No,No,0,136.6,112,23.22,209.4,81,17.8,161.1,78,7.25,12.2,2,3.29,4,TRUE
12599,NJ,60,408,No,No,0,289.8,101,49.27,255.6,115,21.73,242.8,76,10.93,11.7,4,3.16,2,TRUE
12600,CA,138,510,Yes,No,0,196.2,129,33.35,176.5,86,15,232.4,108,10.46,15.2,1,4.1,0,TRUE
12601,MD,29,510,No,No,0,195.6,71,33.25,126.4,74,10.74,148.6,87,6.69,14.2,4,3.83,1,FALSE
12602,WY,111,415,No,No,0,222.2,96,37.77,162.5,111,13.81,184.9,120,8.32,11.9,7,3.21,4,FALSE
12603,TX,37,510,Yes,No,0,172.9,119,29.39,183,86,15.56,226.4,100,10.19,9.8,1,2.65,0,TRUE
12604,UT,81,510,No,No,0,154.5,84,26.27,216.2,91,18.38,229.8,82,10.34,13.7,3,3.7,1,FALSE
12605,WA,46,510,No,No,0,90.4,108,15.37,276.2,77,23.48,146.5,111,6.59,12.7,2,3.43,1,FALSE
12606,OH,125,408,No,No,0,106.1,95,18.04,157.6,113,13.4,192.5,69,8.66,8.1,3,2.19,1,FALSE
12607,KS,43,415,No,No,0,27,117,4.59,160.9,97,13.68,279.5,96,12.58,10.7,3,2.89,3,FALSE
12608,IN,94,510,No,No,0,245,112,41.65,180.4,91,15.33,262.9,105,11.83,9.7,6,2.62,1,FALSE
12609,VT,46,408,No,No,0,196.7,85,33.44,205.9,74,17.5,216.6,112,9.75,11.2,5,3.02,3,FALSE
12610,MT,73,408,No,Yes,26,131.2,98,22.3,106.5,97,9.05,221.7,96,9.98,10.2,6,2.75,2,FALSE
12611,CT,146,408,No,Yes,23,149.6,96,25.43,239.8,124,20.38,293.5,135,13.21,7.4,4,2,2,FALSE
12612,NM,93,415,No,No,0,239.8,70,40.77,251.8,99,21.4,168.6,112,7.59,10.9,10,2.94,1,FALSE
12613,OH,52,408,No,Yes,31,142.1,77,24.16,193,97,16.41,253.4,88,11.4,11,4,2.97,1,FALSE
12614,GA,202,510,No,No,0,115.4,137,19.62,178.7,70,15.19,185.7,113,8.36,6,3,1.62,3,FALSE
12615,MN,129,510,No,Yes,31,193,99,32.81,224.8,87,19.11,197.6,91,8.89,10.3,8,2.78,2,FALSE
12616,CT,94,415,No,No,0,206.1,49,35.04,224.6,115,19.09,256.7,74,11.55,13,1,3.51,1,FALSE
12617,AL,100,415,No,No,0,160.3,138,27.25,221.3,92,18.81,150.4,120,6.77,11.2,2,3.02,0,FALSE
12618,WV,43,415,No,No,0,199.9,108,33.98,288.4,80,24.51,180.6,103,8.13,11.3,7,3.05,1,FALSE
12619,NH,130,415,No,No,0,213.1,105,36.23,206.2,108,17.53,163.4,93,7.35,8.9,3,2.4,0,FALSE
12620,WY,124,415,No,No,0,178.3,102,30.31,235,120,19.98,239.7,119,10.79,10.9,1,2.94,3,FALSE
12621,VA,92,510,Yes,No,0,252.3,120,42.89,207,112,17.6,284.6,95,12.81,12,5,3.24,3,TRUE
12622,VT,48,415,No,No,0,197.7,64,33.61,136.7,126,11.62,244.4,81,11,13.2,5,3.56,4,FALSE
12623,OH,98,510,No,Yes,29,111.1,105,18.89,217.9,101,18.52,248.1,108,11.16,6.6,3,1.78,2,FALSE
12624,MT,100,415,No,No,0,96.5,86,16.41,210.2,133,17.87,146.4,106,6.59,12.5,3,3.38,1,TRUE
12625,MA,79,415,No,No,0,156.9,109,26.67,122.2,87,10.39,189.1,103,8.51,11.3,5,3.05,3,FALSE
12626,VA,164,415,No,No,0,123.3,78,20.96,170,85,14.45,165.9,78,7.47,12.7,2,3.43,1,FALSE
12627,AR,89,408,Yes,No,0,206.9,134,35.17,167.7,105,14.25,155.7,86,7.01,10.9,4,2.94,0,FALSE
12628,NE,126,415,No,No,0,249.8,96,42.47,261.9,92,22.26,166.8,108,7.51,12.7,4,3.43,3,TRUE
12629,WY,96,408,No,No,0,144,102,24.48,224.7,73,19.1,227.7,91,10.25,10,7,2.7,1,FALSE
12630,IA,120,415,No,Yes,33,299.5,83,50.92,163.4,84,13.89,146.7,88,6.6,11.6,5,3.13,0,FALSE
12631,SC,212,415,No,No,0,226,127,38.42,304.6,83,25.89,181.2,132,8.15,12.6,4,3.4,2,TRUE
12632,NC,72,415,No,No,0,137.6,106,23.39,143.5,94,12.2,273.7,110,12.32,9.6,6,2.59,2,FALSE
12633,HI,155,415,Yes,Yes,26,211.7,121,35.99,139.2,123,11.83,146.7,89,6.6,11.1,3,3,1,FALSE
12634,UT,89,415,No,No,0,89.7,80,15.25,179.8,81,15.28,145.7,120,6.56,9.5,4,2.57,2,FALSE
12635,WY,126,408,Yes,No,0,197.6,126,33.59,246.5,112,20.95,285.3,104,12.84,12.5,8,3.38,2,FALSE
12636,AL,172,408,No,No,0,270,102,45.9,256.6,111,21.81,168.5,104,7.58,12,5,3.24,2,TRUE
12637,WI,143,510,No,No,0,194.3,99,33.03,123.6,133,10.51,229.5,99,10.33,10.2,2,2.75,2,FALSE
12638,FL,166,510,Yes,No,0,47.7,89,8.11,264.4,95,22.47,235.2,97,10.58,13.2,3,3.56,0,TRUE
12639,KS,132,415,No,No,0,190.1,105,32.32,182.2,116,15.49,279.8,105,12.59,13,2,3.51,1,FALSE
12640,NV,94,408,Yes,No,0,89.5,94,15.22,339.9,106,28.89,172.9,76,7.78,7.9,1,2.13,1,TRUE
12641,NY,99,415,No,No,0,182.6,83,31.04,154.5,111,13.13,196,57,8.82,12.1,5,3.27,0,FALSE
12642,VA,136,415,No,Yes,35,205.5,86,34.94,298.5,119,25.37,214.2,104,9.64,6.9,4,1.86,1,FALSE
12643,KS,119,415,No,No,0,231.5,82,39.36,266.9,97,22.69,211,118,9.49,7.4,10,2,1,FALSE
12644,NC,115,510,Yes,No,0,251.3,69,42.72,252.5,96,21.46,118.3,112,5.32,9.9,1,2.67,3,TRUE
12645,MO,160,415,No,No,0,171.2,103,29.1,243.5,121,20.7,178.2,92,8.02,13,3,3.51,2,FALSE
12646,ND,166,510,No,No,0,197.9,89,33.64,251,113,21.34,138.3,85,6.22,11.2,2,3.02,2,FALSE
12647,CA,120,510,No,No,0,134.8,94,22.92,204.1,106,17.35,238.4,109,10.73,6.7,8,1.81,1,FALSE
12648,WV,173,415,No,No,0,191.4,114,32.54,168.5,138,14.32,109.3,99,4.92,10.3,3,2.78,1,FALSE
12649,IL,156,415,No,No,0,174.5,65,29.67,197.4,116,16.78,238.5,86,10.73,10.6,2,2.86,0,FALSE
12650,NY,70,415,No,No,0,177.4,125,30.16,226.2,104,19.23,254.1,72,11.43,10.9,4,2.94,0,FALSE
12651,NV,41,510,No,No,0,182.1,89,30.96,211.5,104,17.98,207.4,124,9.33,6.8,1,1.84,1,FALSE
12652,AL,132,408,No,No,0,222.4,85,37.81,165.4,76,14.06,208.4,97,9.38,11.2,4,3.02,0,FALSE
12653,KS,47,510,Yes,No,0,47.8,120,8.13,178.9,123,15.21,152.6,96,6.87,13.3,7,3.59,0,TRUE
12654,ND,160,510,No,No,0,121.8,97,20.71,89.3,97,7.59,150.7,92,6.78,10.3,5,2.78,1,FALSE
12655,OK,180,415,No,No,0,143.5,121,24.4,189.3,111,16.09,174.9,82,7.87,8.8,5,2.38,3,FALSE
12656,UT,93,415,No,No,0,164.9,68,28.03,210.4,86,17.88,229.4,104,10.32,7.8,4,2.11,2,FALSE
12657,OH,109,415,No,No,0,193.6,58,32.91,148.7,115,12.64,282.5,105,12.71,13.1,1,3.54,2,FALSE
12658,WY,80,510,No,No,0,101.1,121,17.19,263.2,110,22.37,137.7,74,6.2,7.3,5,1.97,0,FALSE
12659,NM,54,415,No,Yes,24,92.3,88,15.69,193.1,98,16.41,99.3,119,4.47,11.6,3,3.13,2,FALSE
12660,AL,121,415,No,No,0,168.9,128,28.71,123.9,99,10.53,266.3,105,11.98,2.9,7,0.78,2,FALSE
12661,DC,157,510,No,Yes,29,219.2,102,37.26,206,109,17.51,192.4,117,8.66,15,5,4.05,1,FALSE
12662,ID,170,510,No,Yes,37,178.1,130,30.28,242.8,103,20.64,243,93,10.93,13,4,3.51,0,FALSE
12663,AR,138,510,No,No,0,146.5,101,24.91,284.5,142,24.18,176,98,7.92,14,6,3.78,3,FALSE
12664,ID,92,415,No,Yes,31,172.3,116,29.29,266.2,91,22.63,228.2,90,10.27,11.8,5,3.19,1,FALSE
12665,WA,167,415,No,No,0,169.2,124,28.76,173.3,108,14.73,216.5,64,9.74,12.4,4,3.35,4,TRUE
12666,UT,91,510,No,No,0,123.8,107,21.05,319,125,27.12,237.6,78,10.69,7.3,4,1.97,2,FALSE
12667,RI,127,510,No,No,0,96,117,16.32,177,68,15.05,162.2,127,7.3,9.7,4,2.62,3,FALSE
12668,NC,88,408,No,Yes,27,93.4,106,15.88,252,92,21.42,189,104,8.5,10.9,1,2.94,1,FALSE
12669,TX,123,408,No,No,0,257.9,92,43.84,211.6,71,17.99,189.3,104,8.52,9.4,2,2.54,2,FALSE
12670,DE,136,408,Yes,Yes,29,85.2,98,14.48,230.4,85,19.58,243.6,104,10.96,9,3,2.43,2,FALSE
12671,MS,68,415,No,Yes,34,160,72,27.2,184.5,119,15.68,208.3,101,9.37,6.1,10,1.65,1,FALSE
12672,OH,132,415,No,Yes,10,182.9,54,31.09,292.4,68,24.85,142.3,116,6.4,11.5,4,3.11,0,FALSE
12673,LA,133,415,No,No,0,216.2,67,36.75,222.2,133,18.89,192,95,8.64,3.1,1,0.84,2,FALSE
12674,FL,127,415,No,No,0,261.7,105,44.49,181.8,107,15.45,100.9,131,4.54,3.3,5,0.89,0,FALSE
12675,WV,121,510,No,No,0,177.2,142,30.12,123.5,88,10.5,213.2,51,9.59,8.4,6,2.27,1,FALSE
12676,NY,116,510,No,No,0,89.5,128,15.22,180.8,137,15.37,193.1,94,8.69,14,3,3.78,2,FALSE
12677,PA,97,510,Yes,No,0,145,103,24.65,294.3,93,25.02,239.8,120,10.79,11,2,2.97,4,TRUE
12678,MS,43,510,No,No,0,159.5,99,27.12,119.7,149,10.17,173.9,126,7.83,6.8,3,1.84,2,FALSE
12679,IN,110,415,No,No,0,151.8,106,25.81,138,126,11.73,233.5,112,10.51,11.2,8,3.02,3,FALSE
12680,VA,67,408,No,No,0,176.2,120,29.95,236,138,20.06,152.5,104,6.86,10.6,4,2.86,1,FALSE
12681,MN,166,408,No,No,0,152.1,95,25.86,121,105,10.29,198,126,8.91,9.8,5,2.65,0,FALSE
12682,DE,129,408,No,No,0,161.3,122,27.42,220.6,95,18.75,224.7,104,10.11,9.6,3,2.59,1,FALSE
12683,OR,103,510,Yes,No,0,171.7,78,29.19,144.5,86,12.28,157.9,106,7.11,6.8,3,1.84,3,FALSE
12684,UT,71,415,No,No,0,278.9,110,47.41,190.2,67,16.17,255.2,84,11.48,11.7,7,3.16,0,TRUE
12685,CT,112,415,No,Yes,27,213,121,36.21,226.2,101,19.23,189.8,99,8.54,11.1,3,3,4,FALSE
12686,AL,8,415,No,Yes,36,242.9,67,41.29,170.9,59,14.53,177.3,130,7.98,4.8,12,1.3,1,FALSE
12687,TX,98,415,No,No,0,217.2,121,36.92,303.4,73,25.79,197.1,71,8.87,12.4,2,3.35,0,TRUE
12688,CT,90,415,No,No,0,175.9,111,29.9,285.2,115,24.24,150.8,122,6.79,13,7,3.51,1,FALSE
12689,MS,13,415,No,No,0,303.2,133,51.54,170.5,86,14.49,227.6,80,10.24,11.5,3,3.11,0,TRUE
12690,AR,58,415,No,No,0,238.9,107,40.61,187.2,88,15.91,181.1,84,8.15,11.8,3,3.19,2,FALSE
12691,CA,137,415,No,Yes,22,189.6,42,32.23,179,137,15.22,179.6,126,8.08,11.4,5,3.08,2,FALSE
12692,MI,116,408,No,No,0,133.3,94,22.66,247.8,126,21.06,219,78,9.86,11.3,5,3.05,5,TRUE
12693,WV,94,415,No,Yes,28,92.7,107,15.76,127.8,86,10.86,225.6,86,10.15,9.9,4,2.67,3,FALSE
12694,DE,87,415,No,No,0,177.2,72,30.12,248.9,105,21.16,200.8,87,9.04,8.6,7,2.32,3,FALSE
12695,FL,120,415,No,No,0,184.5,103,31.37,209,86,17.77,169.7,70,7.64,10.2,6,2.75,2,FALSE
12696,AK,97,415,No,Yes,24,176.1,109,29.94,159.4,81,13.55,269.1,94,12.11,12.1,9,3.27,0,FALSE
12697,ID,134,415,No,No,0,204.7,108,34.8,143.1,105,12.16,165.8,84,7.46,11,4,2.97,6,FALSE
12698,OH,68,510,No,No,0,143.6,80,24.41,134.3,65,11.42,215.6,84,9.7,15.5,5,4.19,2,FALSE
12699,NH,93,408,No,No,0,179.3,93,30.48,188.8,65,16.05,253.2,88,11.39,12.1,5,3.27,1,FALSE
12700,MA,120,415,No,No,0,137.3,100,23.34,212.2,129,18.04,152.7,92,6.87,10.5,2,2.84,1,FALSE
12701,SC,41,408,No,No,0,237.8,92,40.43,223.5,155,19,217.4,90,9.78,10.2,6,2.75,2,FALSE
12702,OR,80,510,No,No,0,203.7,92,34.63,216.4,97,18.39,154.2,66,6.94,7.6,5,2.05,2,FALSE
12703,OH,83,415,No,Yes,25,191.3,95,32.52,250.7,136,21.31,249.4,86,11.22,17.6,5,4.75,2,FALSE
12704,NC,109,510,Yes,No,0,209.1,141,35.55,205,93,17.43,119.4,111,5.37,7.8,3,2.11,2,FALSE
12705,KY,66,510,No,Yes,33,88.8,104,15.1,109.6,94,9.32,172.7,107,7.77,7.1,9,1.92,3,FALSE
12706,WA,89,510,No,No,0,137.9,96,23.44,192.6,63,16.37,255.7,125,11.51,11,5,2.97,1,FALSE
12707,RI,117,408,No,Yes,13,207.6,65,35.29,152.7,77,12.98,232.8,95,10.48,9.7,3,2.62,1,FALSE
12708,KS,128,510,No,No,0,268.1,95,45.58,120.5,126,10.24,220.8,121,9.94,14.4,6,3.89,2,FALSE
12709,NV,88,415,No,No,0,166.7,61,28.34,179.3,88,15.24,242.7,131,10.92,6.8,7,1.84,4,TRUE
12710,FL,22,415,No,No,0,181.8,108,30.91,198.6,148,16.88,206.6,96,9.3,9.3,3,2.51,2,FALSE
12711,WY,78,415,No,No,0,147.1,80,25.01,199.7,100,16.97,160.7,106,7.23,13.7,7,3.7,0,FALSE
12712,WA,56,415,No,Yes,29,37.7,115,6.41,144.1,111,12.25,226.6,101,10.2,4.9,3,1.32,1,FALSE
12713,CO,192,415,No,No,0,185,88,31.45,224.9,98,19.12,212.4,105,9.56,11.4,3,3.08,2,FALSE
12714,WI,70,415,No,No,0,156.4,108,26.59,171,116,14.54,196.1,96,8.82,8.6,4,2.32,2,FALSE
12715,KS,148,510,No,No,0,239.3,84,40.68,195.7,85,16.63,232.6,104,10.47,10.9,3,2.94,1,FALSE
12716,MT,119,510,No,No,0,134.9,70,22.93,211.5,74,17.98,188.5,105,8.48,11.3,6,3.05,1,FALSE
12717,CO,80,415,No,No,0,194.8,116,33.12,209.9,93,17.84,194.1,100,8.73,12.8,3,3.46,0,FALSE
12718,FL,113,510,No,No,0,92.6,85,15.74,177.6,92,15.1,159.8,72,7.19,14.4,4,3.89,3,FALSE
12719,VT,75,510,No,No,0,209.4,133,35.6,211.5,121,17.98,291.2,123,13.1,7.2,4,1.94,1,FALSE
12720,OH,80,415,No,No,0,197.6,83,33.59,164.5,86,13.98,94,98,4.23,6.4,6,1.73,1,FALSE
12721,NH,148,408,No,No,0,17.6,121,2.99,161.7,125,13.74,203.1,82,9.14,10.6,6,2.86,1,FALSE
12722,FL,97,415,No,Yes,28,202.3,97,34.39,69.2,84,5.88,257.6,64,11.59,6.7,3,1.81,1,FALSE
12723,MD,166,415,No,No,0,136.1,116,23.14,181.4,93,15.42,131.4,108,5.91,11.3,4,3.05,0,FALSE
12724,WY,94,408,No,No,0,207,109,35.19,167.4,80,14.23,238.2,117,10.72,2.6,6,0.7,1,FALSE
12725,FL,85,408,No,Yes,33,207.9,95,35.34,233.5,88,19.85,221.3,92,9.96,13.5,3,3.65,1,FALSE
12726,TN,80,415,Yes,No,0,276.5,122,47.01,195.6,79,16.63,210.3,78,9.46,7.2,3,1.94,1,TRUE
12727,NC,210,415,No,Yes,31,313.8,87,53.35,147.7,103,12.55,192.7,97,8.67,10.1,7,2.73,3,FALSE
12728,IN,88,415,Yes,Yes,25,288.5,114,49.05,203.4,74,17.29,228.4,117,10.28,13,5,3.51,1,FALSE
12729,WV,154,408,No,Yes,35,64.9,76,11.03,184.1,91,15.65,151.6,75,6.82,14.6,1,3.94,1,FALSE
12730,UT,32,510,No,Yes,26,243.5,137,41.4,236.8,108,20.13,173.3,149,7.8,9,9,2.43,1,FALSE
12731,GA,18,408,No,No,0,197,97,33.49,203.7,107,17.31,202,105,9.09,8.7,3,2.35,3,FALSE
12732,AK,126,415,No,Yes,31,278,88,47.26,253.2,65,21.52,223.2,114,10.04,8.7,4,2.35,0,FALSE
12733,UT,144,510,No,Yes,37,219.9,102,37.38,222.1,77,18.88,118.5,111,5.33,10,4,2.7,1,FALSE
12734,AR,86,408,No,Yes,16,145.7,88,24.77,191,129,16.24,215.5,82,9.7,11.3,7,3.05,0,FALSE
12735,AK,138,415,No,Yes,37,75.8,102,12.89,173.6,147,14.76,162.6,96,7.32,8.2,13,2.21,0,FALSE
12736,AK,146,415,No,No,0,195.9,86,33.3,228.6,82,19.43,303.5,94,13.66,12.2,4,3.29,3,FALSE
12737,WV,74,510,No,No,0,124,102,21.08,262.1,101,22.28,268.2,98,12.07,11.7,2,3.16,2,FALSE
12738,CT,48,415,No,No,0,171.9,98,29.22,159,127,13.52,139.5,101,6.28,7.6,3,2.05,2,FALSE
12739,GA,74,510,No,Yes,31,249.4,70,42.4,209.5,59,17.81,180.6,75,8.13,9.9,2,2.67,4,FALSE
12740,NV,105,415,Yes,No,0,228.4,100,38.83,145.1,108,12.33,245.3,140,11.04,7.7,7,2.08,0,FALSE
12741,KS,128,415,No,Yes,25,265.1,110,45.07,197.4,99,16.78,244.7,91,11.01,10,3,2.7,1,FALSE
12742,OH,107,415,No,Yes,26,161.6,123,27.47,195.5,103,16.62,254.4,103,11.45,13.7,3,3.7,1,FALSE
12743,NJ,137,415,No,No,0,243.4,114,41.38,121.2,110,10.3,162.6,104,7.32,12.2,5,3.29,0,FALSE
12744,OH,84,408,Yes,No,0,299.4,71,50.9,61.9,88,5.26,196.9,89,8.86,6.6,7,1.78,2,FALSE
12745,AL,118,510,Yes,No,0,223.4,98,37.98,220.6,101,18.75,203.9,118,9.18,6.3,6,1.7,0,FALSE
12746,MA,121,510,No,Yes,24,218.2,88,37.09,348.5,108,29.62,212.6,118,9.57,7.5,7,2.03,3,FALSE
12747,MO,147,415,Yes,No,0,157,79,26.69,103.1,94,8.76,211.8,96,9.53,7.1,6,1.92,0,FALSE
12748,WV,141,415,Yes,Yes,37,258.6,84,43.96,222,111,18.87,326.4,97,14.69,11.2,5,3.02,0,FALSE
12749,RI,74,415,No,No,0,187.7,127,31.91,163.4,148,13.89,196,94,8.82,9.1,5,2.46,0,FALSE
12750,IA,168,408,No,No,0,128.8,96,21.9,104.9,71,8.92,141.1,128,6.35,11.2,2,3.02,1,FALSE
12751,MT,95,510,No,No,0,156.6,88,26.62,247.6,75,21.05,192.3,115,8.65,12.3,5,3.32,3,FALSE
12752,IA,62,415,No,No,0,120.7,70,20.52,307.2,76,26.11,203,99,9.14,13.1,6,3.54,4,FALSE
12753,ID,85,408,No,Yes,27,196.4,139,33.39,280.9,90,23.88,89.3,75,4.02,13.8,4,3.73,1,FALSE
12754,VT,93,510,No,No,0,190.7,114,32.42,218.2,111,18.55,129.6,121,5.83,8.1,3,2.19,3,FALSE
12755,VA,76,510,No,Yes,33,189.7,66,32.25,212.8,65,18.09,165.7,108,7.46,10,5,2.7,1,FALSE
12756,TX,73,415,No,No,0,224.4,90,38.15,159.5,88,13.56,192.8,74,8.68,13,2,3.51,1,FALSE
12757,FL,147,415,No,No,0,155.1,117,26.37,239.7,93,20.37,208.8,133,9.4,10.6,4,2.86,0,FALSE
12758,CO,77,408,No,No,0,62.4,89,10.61,169.9,121,14.44,209.6,64,9.43,5.7,6,1.54,5,TRUE
12759,AZ,130,415,No,No,0,183,112,31.11,72.9,99,6.2,181.8,78,8.18,9.5,19,2.57,0,FALSE
12760,VA,132,510,No,No,0,81.1,86,13.79,245.2,72,20.84,237,115,10.67,10.3,2,2.78,0,FALSE
12761,NE,174,415,No,No,0,124.3,76,21.13,277.1,112,23.55,250.7,115,11.28,15.5,5,4.19,3,FALSE
12762,WY,57,408,No,Yes,39,213,115,36.21,191.1,112,16.24,182.7,115,8.22,9.5,3,2.57,0,FALSE
12763,MT,54,408,No,No,0,134.3,73,22.83,155.5,100,13.22,102.1,68,4.59,14.7,4,3.97,3,FALSE
12764,MO,20,415,No,No,0,190,109,32.3,258.2,84,21.95,181.5,102,8.17,6.3,6,1.7,0,FALSE
12765,IL,142,415,No,No,0,84.8,95,14.42,136.7,63,11.62,250.5,148,11.27,14.2,6,3.83,2,FALSE
12766,NH,75,510,No,No,0,226.1,105,38.44,201.5,107,17.13,246.2,98,11.08,10.3,5,2.78,1,FALSE
12767,LA,172,408,No,No,0,212,121,36.04,31.2,115,2.65,293.3,78,13.2,12.6,10,3.4,3,FALSE
12768,AZ,12,408,No,No,0,249.6,118,42.43,252.4,119,21.45,280.2,90,12.61,11.8,3,3.19,1,TRUE
12769,OK,57,408,No,Yes,25,176.8,94,30.06,195,75,16.58,213.5,116,9.61,8.3,4,2.24,0,FALSE
12770,GA,72,415,No,Yes,37,220,80,37.4,217.3,102,18.47,152.8,71,6.88,14.7,6,3.97,3,FALSE
12771,MA,78,415,No,No,0,130.8,64,22.24,223.7,116,19.01,227.8,108,10.25,10,5,2.7,1,FALSE
12772,AK,136,415,Yes,Yes,33,203.9,106,34.66,187.6,99,15.95,101.7,107,4.58,10.5,6,2.84,3,FALSE
12773,NJ,149,408,No,No,0,140.4,94,23.87,271.8,92,23.1,188.3,108,8.47,11.1,9,3,1,FALSE
12774,GA,98,408,No,No,0,126.3,102,21.47,166.8,85,14.18,187.8,135,8.45,9.4,2,2.54,3,FALSE
12775,MD,135,408,Yes,Yes,41,173.1,85,29.43,203.9,107,17.33,122.2,78,5.5,14.6,15,3.94,0,TRUE
12776,AR,34,510,No,No,0,124.8,82,21.22,282.2,98,23.99,311.5,78,14.02,10,4,2.7,2,FALSE
12777,ID,160,415,No,No,0,85.8,77,14.59,165.3,110,14.05,178.5,92,8.03,9.2,4,2.48,3,FALSE
12778,WI,64,510,No,No,0,154,67,26.18,225.8,118,19.19,265.3,86,11.94,3.5,3,0.95,1,FALSE
12779,OR,59,408,No,Yes,28,120.9,97,20.55,213,92,18.11,163.1,116,7.34,8.5,5,2.3,2,FALSE
12780,DE,142,408,No,No,0,187,133,31.79,134.6,74,11.44,242.2,127,10.9,7.4,5,2,2,FALSE
